vgs,id,gm,gds,cgg,vth,gm_id,id_w,gain,ft
1.13,6.43859939e-06,7.88737421e-05,2.07710387e-07,4.89246981e-14,1.0304178,12.250139715556987,6.43859939e-07,379.7294070806387,256580958.5521046
1.14,7.26126797e-06,8.56822168e-05,2.33380781e-07,4.94366365e-14,1.0304178,11.79989736696083,7.26126797e-07,367.13484474970545,275842963.9280059
1.15,8.15263311e-06,9.26076065e-05,2.61266319e-07,4.99267033e-14,1.0304178,11.35922655300258,8.152633110000001e-07,354.45673538960835,295211928.05021715
1.16,9.11370579e-06,9.96188169e-05,2.91439858e-07,5.03952078e-14,1.0304178,10.930659733311403,9.113705790000001e-07,341.81603567759083,314609817.6144725
1.17,1.01452028e-05,0.000106688149,3.23970372e-07,5.08425495e-14,1.0304178,10.516117923241515,1.01452028e-06,329.31452447756556,333971180.6284351
1.18,1.12475817e-05,0.000113791486,3.58923708e-07,5.12692055e-14,1.0304178,10.116973500179155,1.12475817e-06,317.0353015521616,353242795.5933939
1.19,1.2421077e-05,0.000120908278,3.96363382e-07,5.1675718e-14,1.0304178,9.734121928396386,1.2421077000000001e-06,305.0440164021004,372382829.8704831
1.2,1.36657346e-05,0.000128021378,4.36351343e-07,5.20626824e-14,1.0304178,9.368056803913053,1.36657346e-06,293.390590068609,391359687.8007965
1.21,1.49814452e-05,0.000135116771,4.78948715e-07,5.24307366e-14,1.0304178,9.018941043151164,1.49814452e-06,282.11114628421126,410150674.84796035
1.22,1.63679734e-05,0.000142183256,5.24216481e-07,5.2780551e-14,1.0304178,8.686674429712845,1.6367973399999998e-06,271.2300378820024,428740655.19513786
1.23,1.78249846e-05,0.000149212081,5.7221612e-07,5.31128193e-14,1.0304178,8.370951467750498,1.7824984599999998e-06,260.7617572884874,447120687.11777604
1.24,1.93520672e-05,0.0001561966,6.23010173e-07,5.34282503e-14,1.0304178,8.071313435703654,1.93520672e-06,250.71276003064563,465286825.6879365
1.25,2.09487524e-05,0.000163131923,6.76662765e-07,5.37275608e-14,1.0304178,7.787190372253385,2.09487524e-06,241.08304969315105,483238984.5164245
1.26,2.26145301e-05,0.000170014613,7.33240064e-07,5.40114696e-14,1.0304178,7.517937018731157,2.26145301e-06,231.86759882231422,500980000.3072979
1.27,2.43488616e-05,0.000176842401,7.928107e-07,5.42806912e-14,1.0304178,7.262861151586652,2.43488616e-06,223.05753567654926,518514809.6896219
1.28,2.61511905e-05,0.000183613946,8.55446143e-07,5.4535932e-14,1.0304178,7.021246164682254,2.61511905e-06,214.6411524588521,535849779.30712444
1.29,2.80209509e-05,0.000190328624,9.21221053e-07,5.47778859e-14,1.0304178,6.7923684916774185,2.80209509e-06,206.60472682445305,552992157.7619473
